agent_accuracy,fsm_mean,fsm_sd,sfsm_mean,sfsm_sd,gain_points
0.2,0.5604984,0.0014628704810899808,0.6595991999999999,0.001129599811142578,9.910079999999999
0.4,0.8123048,0.0011899098752053152,0.8916999999999999,0.001253726179567665,7.939519999999989
0.6,0.9250352,0.0005985250017983846,0.9675312000000001,0.0004331540141797163,4.2496000000000205
0.8,0.9761496,0.00033432492511860785,0.99178,0.0003345843192181302,1.5630400000000044
1.0,1.0,0.0,1.0,0.0,0.0
